23259
21-143	Abramów
04-933	Warszawa
04-934	Warszawa
04-935	Warszawa
04-936	Warszawa
04-937	Warszawa
04-938	Warszawa
04-939	Warszawa
04-940	Warszawa
04-941	Warszawa
04-942	Warszawa
04-943	Warszawa
04-944	Warszawa
04-945	Warszawa
04-946	Warszawa
04-947	Warszawa
04-948	Warszawa
04-949	Warszawa
04-950	Warszawa
04-951	Warszawa
04-952	Warszawa
04-953	Warszawa
04-954	Warszawa
04-955	Warszawa
04-956	Warszawa
04-958	Warszawa
04-959	Warszawa
04-960	Warszawa
04-961	Warszawa
04-962	Warszawa
04-963	Warszawa
04-964	Warszawa
04-965	Warszawa
04-966	Warszawa
04-967	Warszawa
04-968	Warszawa
04-969	Warszawa
04-970	Warszawa
04-971	Warszawa
04-972	Warszawa
04-973	Warszawa
04-974	Warszawa
04-975	Warszawa
04-976	Warszawa
04-977	Warszawa
04-979	Warszawa
04-980	Warszawa
04-981	Warszawa
04-982	Warszawa
04-983	Warszawa
04-984	Warszawa
04-985	Warszawa
04-986	Warszawa
04-987	Warszawa
04-988	Warszawa
04-989	Warszawa
04-991	Warszawa
04-992	Warszawa
04-993	Warszawa
04-995	Warszawa
04-996	Warszawa
04-997	Warszawa
04-998	Warszawa
02-972	Warszawa
00-375	Warszawa
08-446	Warszawice k. Garwolina
87-510	Warszawka
43-254	Warszowice
98-290	Warta
59-720	Warta Boleslawiecka
99-220	Wartkowice
59-720	Wartowice
16-010	Wasilków
13-100	Waszulki
32-125	Wawrzeñczyce
83-115	Waæmierek
83-115	Waæmierz
33-133	Wa³ Ruda
58-306	Wa³brzych
58-304	Wa³brzych
58-300	Wa³brzych
58-301	Wa³brzych
58-302	Wa³brzych
58-303	Wa³brzych
58-305	Wa³brzych
58-307	Wa³brzych
58-308	Wa³brzych
58-309	Wa³brzych
58-313	Wa³brzych
58-316	Wa³brzych
58-390	Wa³brzych
78-600	Wa³cz
78-601	Wa³cz
78-603	Wa³cz
78-604	Wa³cz
14-229	Wa³dyki
13-100	Wa³y
27-425	Waœniów
13-100	Wa¿yny
83-222	Wda
84-200	Wejherowo
84-202	Wejherowo
84-203	Wejherowo
84-204	Wejherowo
12-222	Wejsuny
22-550	Werbkowice
37-622	Werchrata
62-105	Werkowo
36-233	Weso³a k. Dynowa
05-075	Weso³a k. Warszawy
05-076	Weso³a k. Warszawy
05-077	Weso³a k. Warszawy
38-608	Wetlina
72-311	Wicimice
84-352	Wicko
98-170	Widawa
36-145	Wide³ka
74-120	Widuchowa
42-270	Widzów
06-513	Wieczfnia Koœcielna
12-160	Wielbark
83-220	Wielbrandowo
64-730	Wieleñ n. Noteci¹
87-603	Wielgie K. Lipna
97-525	Wielgom³yny
64-050	Wielichowo
32-020	Wieliczka
19-404	Wieliczki
05-135	Wieliszew
32-089	Wielka Wieœ k. Krakowa
83-423	Wielki Klincz
32-051	Wielkie Drogi
37-627	Wielkie Oczy
87-211	Wielkie Radowiska
83-230	Wielkie Wyrêby
33-311	Wielog³owy
39-110	Wielopole Skrzyñskie
44-187	Wielowieœ k. Gliwic
98-300	Wieluñ
98-303	Wieluñ
98-305	Wieluñ
26-432	Wieniawa
34-122	Wieprz
34-122	Wieprz K. Andrychowa
98-400	Wieruszów 001
98-401	Wieruszów 003
14-120	Wierzbica
46-255	Wierzbica Górna
22-150	Wierzbica k. Che³ma
07-111	Wierzbno k. Ka³uszyna
55-217	Wierzbno k. O³awy
98-324	Wierzchlas
33-122	Wierzchos³awice Tarnowskie
87-515	Wierzchowiska
77-317	Wierzchowo Cz³uchowskie
78-530	Wierzchowo k. Drawska Pom.
78-411	Wierzchowo k. Szczecinka
86-017	Wierzchucin Królewski
86-015	Wierzchucinek
84-113	Wierzchucino k. Lêborka
63-131	Wieszczyczyn
42-672	Wieszowa
33-270	Wietrzychowice
13-100	Wietrzychowo
87-205	Wiewiórki
64-150	Wijewo
13-100	Wikno
43-330	Wilamowice k. Oœwiêcimia
13-200	Wilamowo
13-200	Wilamowo
44-189	Wilcza
36-121	Wilcza Wola
21-055	Wilczopole
26-720	Wilczowola
59-720	Wilczy Las
27-612	Wilczyce
62-550	Wilczyn
14-405	Wilczêta
08-470	Wilga
43-365	Wilkowice
64-032	Wilkowo Polskie
23-212	Wilko³az
24-313	Wilków N. Wis³¹
46-113	Wilków k. Namys³owa
06-514	Windyki
58-111	Wiry
62-051	Wiry k. Poznania
72-513	Wise³ka
96-315	Wiskitki
55-114	Wisznia Ma³a
21-580	Wisznice
43-460	Wis³a
43-243	Wis³a Wielka
34-103	Witanowice
63-230	Witaszyce
42-270	Witkowice
62-230	Witkowo
58-373	Witków k. Kamiennej Góry
66-460	Witnica
99-335	Witonia
89-114	Witos³aw
88-232	Witowo K. Radziejowa
63-025	Witowo K. Œrody Wlkp.
89-312	Witrogoszcz
34-512	Witów k. Zakopanego
18-430	Wizna
05-462	Wi¹zowna
37-522	Wi¹zownica
28-215	Wi¹zownica k. Staszowa
57-120	Wi¹zów
89-410	Wiêcbork
83-232	Wiêckowy
83-250	Wiêckowy
56-160	Wiñsko
28-160	Wiœlica
83-021	Wiœlina
83-011	Wiœlinka
08-112	Wiœniew K. Siedlec
05-313	Wiœniew k. Miñska Maz.
14-229	Wiœniewo
62-105	Wiœniewo
06-521	Wiœniewo k. M³awy
95-022	Wiœniowa Góra
32-412	Wiœniowa k. Dobczyc
28-217	Wiœniowa k. Staszowa
38-124	Wiœniowa n. Wis³okiem
16-407	Wi¿ajny
59-610	Wleñ
18-204	Wnory-Wandy
08-117	Wodynie
98-105	Wodzierady
28-330	Wodzis³aw K. Jêdrzejowa
44-300	Wodzis³aw Œl¹ski
44-286	Wodzis³aw Œl¹ski
44-303	Wodzis³aw Œl¹ski
44-304	Wodzis³aw Œl¹ski
44-307	Wodzis³aw Œl¹ski
44-313	Wodzis³aw Œl¹ski
44-373	Wodzis³aw Œl¹ski
21-310	Wohyñ
38-471	Wojaszówka
27-532	Wojciechowice
24-204	Wojciechów Lubelski
26-720	Wojciechówka
21-411	Wojcieszków k. £ukowa
59-550	Wojcieszów
42-580	Wojkowice
42-510	Wojkowice Koœcielne
32-830	Wojnicz
44-188	Wojska
22-120	Wojs³awice
38-712	Wojtkowa
21-481	Wola Gu³owska
05-831	Wola Krakowiañska
97-371	Wola Krzysztoporska
26-052	Wola Murowana
07-206	Wola Mystkowska
21-426	Wola Mys³owska
06-455	Wola M³ocka
05-505	Wola Pra¿mowska
32-053	Wola Radziszowska
36-125	Wola Rani¿owska
05-253	Wola Rasztowska
33-150	Wola Rzêdziñska
22-230	Wola Uhruska
06-404	Wola Wierzbowska
08-551	Wola Zadybska
37-311	Wola Zarczycka
38-332	Wola £u¿añska
26-625	Wolanów
32-340	Wolbrom
97-320	Wolbórz
83-213	Wolental
72-510	Wolin
13-100	Wolisko
64-060	Wolkowo
64-200	Wolsztyn
46-250	Wo³czyn
38-613	Wo³kowyja
05-200	Wo³omin
05-202	Wo³omin
56-100	Wo³ów
19-205	WoŸnawieœ
42-289	WoŸniki Œl¹skie
67-100	Wrociszów
67-100	Wrociszów
51-150	Wroclaw
50-418	Wroclaw
53-009	Wroclaw
52-245	Wroclaw
51-217	Wroclaw
53-605	Wroclaw
50-041	Wroc³aw
50-983	Wroc³aw
51-618	Wroc³aw
53-119	Wroc³aw
50-001	Wroc³aw
50-002	Wroc³aw
50-003	Wroc³aw
50-004	Wroc³aw
50-005	Wroc³aw
50-006	Wroc³aw
50-007	Wroc³aw
50-008	Wroc³aw
50-009	Wroc³aw
50-010	Wroc³aw
50-011	Wroc³aw
50-012	Wroc³aw
50-013	Wroc³aw
50-014	Wroc³aw
50-015	Wroc³aw
50-016	Wroc³aw
50-017	Wroc³aw
50-018	Wroc³aw
50-019	Wroc³aw
50-020	Wroc³aw
50-021	Wroc³aw
50-022	Wroc³aw
50-023	Wroc³aw
50-024	Wroc³aw
50-026	Wroc³aw
50-027	Wroc³aw
50-028	Wroc³aw
50-029	Wroc³aw
50-030	Wroc³aw
50-031	Wroc³aw
50-032	Wroc³aw
50-033	Wroc³aw
50-034	Wroc³aw
50-035	Wroc³aw
50-036	Wroc³aw
50-037	Wroc³aw
50-038	Wroc³aw
50-039	Wroc³aw
50-040	Wroc³aw
50-042	Wroc³aw
50-043	Wroc³aw
50-044	Wroc³aw
50-045	Wroc³aw
50-046	Wroc³aw
50-047	Wroc³aw
50-048	Wroc³aw
50-049	Wroc³aw
50-050	Wroc³aw
50-051	Wroc³aw
50-052	Wroc³aw
50-053	Wroc³aw
50-054	Wroc³aw
50-055	Wroc³aw
50-056	Wroc³aw
50-057	Wroc³aw
50-059	Wroc³aw
50-060	Wroc³aw
50-061	Wroc³aw
50-062	Wroc³aw
50-063	Wroc³aw
50-064	Wroc³aw
50-065	Wroc³aw
50-066	Wroc³aw
50-067	Wroc³aw
50-068	Wroc³aw
50-069	Wroc³aw
50-070	Wroc³aw
50-071	Wroc³aw
50-072	Wroc³aw
50-073	Wroc³aw
50-074	Wroc³aw
50-075	Wroc³aw
50-076	Wroc³aw
50-077	Wroc³aw
50-078	Wroc³aw
50-079	Wroc³aw
50-080	Wroc³aw
50-082	Wroc³aw
50-083	Wroc³aw
50-084	Wroc³aw
50-085	Wroc³aw
50-086	Wroc³aw
50-087	Wroc³aw
50-088	Wroc³aw
50-089	Wroc³aw
50-101	Wroc³aw
50-102	Wroc³aw
50-103	Wroc³aw
50-104	Wroc³aw
50-105	Wroc³aw
50-106	Wroc³aw
50-107	Wroc³aw
50-108	Wroc³aw
50-109	Wroc³aw
50-110	Wroc³aw
50-111	Wroc³aw
50-112	Wroc³aw
50-113	Wroc³aw
50-114	Wroc³aw
50-115	Wroc³aw
50-116	Wroc³aw
50-117	Wroc³aw
50-118	Wroc³aw
50-119	Wroc³aw
50-120	Wroc³aw
50-121	Wroc³aw
50-122	Wroc³aw
50-123	Wroc³aw
50-124	Wroc³aw
50-125	Wroc³aw
50-126	Wroc³aw
50-127	Wroc³aw
50-128	Wroc³aw
50-129	Wroc³aw
50-130	Wroc³aw
50-131	Wroc³aw
50-132	Wroc³aw
50-133	Wroc³aw
50-134	Wroc³aw
50-135	Wroc³aw
50-136	Wroc³aw
50-137	Wroc³aw
50-138	Wroc³aw
50-139	Wroc³aw
50-140	Wroc³aw
50-141	Wroc³aw
50-142	Wroc³aw
50-143	Wroc³aw
50-144	Wroc³aw
50-145	Wroc³aw
50-146	Wroc³aw
50-147	Wroc³aw
50-148	Wroc³aw
50-149	Wroc³aw
50-150	Wroc³aw
50-151	Wroc³aw
50-152	Wroc³aw
50-153	Wroc³aw
50-154	Wroc³aw
50-155	Wroc³aw
50-156	Wroc³aw
50-157	Wroc³aw
50-158	Wroc³aw
50-159	Wroc³aw
50-165	Wroc³aw
50-201	Wroc³aw
50-202	Wroc³aw
50-203	Wroc³aw
50-204	Wroc³aw
50-205	Wroc³aw
50-206	Wroc³aw
50-207	Wroc³aw
50-208	Wroc³aw
50-209	Wroc³aw
50-210	Wroc³aw
50-211	Wroc³aw
50-212	Wroc³aw
50-213	Wroc³aw
50-214	Wroc³aw
50-215	Wroc³aw
50-216	Wroc³aw
50-217	Wroc³aw
50-218	Wroc³aw
50-219	Wroc³aw
50-220	Wroc³aw
50-221	Wroc³aw
50-222	Wroc³aw
50-223	Wroc³aw
50-224	Wroc³aw
50-225	Wroc³aw
50-226	Wroc³aw
50-227	Wroc³aw
50-228	Wroc³aw
50-229	Wroc³aw
50-230	Wroc³aw
50-231	Wroc³aw
50-232	Wroc³aw
50-233	Wroc³aw
50-234	Wroc³aw
50-235	Wroc³aw
50-236	Wroc³aw
50-237	Wroc³aw
50-238	Wroc³aw
50-239	Wroc³aw
50-240	Wroc³aw
50-241	Wroc³aw
50-242	Wroc³aw
50-243	Wroc³aw
50-244	Wroc³aw
50-245	Wroc³aw
50-246	Wroc³aw
50-247	Wroc³aw
50-248	Wroc³aw
50-249	Wroc³aw
50-250	Wroc³aw
50-251	Wroc³aw
50-252	Wroc³aw
50-253	Wroc³aw
50-254	Wroc³aw
50-255	Wroc³aw
50-256	Wroc³aw
50-257	Wroc³aw
50-258	Wroc³aw
50-259	Wroc³aw
50-260	Wroc³aw
50-261	Wroc³aw
50-262	Wroc³aw
50-263	Wroc³aw
50-264	Wroc³aw
50-265	Wroc³aw
50-266	Wroc³aw
50-267	Wroc³aw
50-300	Wroc³aw
50-301	Wroc³aw
50-302	Wroc³aw
50-303	Wroc³aw
50-304	Wroc³aw
50-305	Wroc³aw
50-306	Wroc³aw
50-307	Wroc³aw
50-308	Wroc³aw
50-309	Wroc³aw
50-310	Wroc³aw
50-311	Wroc³aw
50-312	Wroc³aw
50-313	Wroc³aw
50-314	Wroc³aw
50-315	Wroc³aw
50-316	Wroc³aw
50-317	Wroc³aw
50-318	Wroc³aw
50-319	Wroc³aw
50-320	Wroc³aw
50-321	Wroc³aw
50-322	Wroc³aw
50-323	Wroc³aw
50-324	Wroc³aw
50-325	Wroc³aw
50-326	Wroc³aw
50-327	Wroc³aw
50-328	Wroc³aw
50-329	Wroc³aw
50-330	Wroc³aw
50-331	Wroc³aw
50-332	Wroc³aw
50-333	Wroc³aw
50-334	Wroc³aw
50-335	Wroc³aw
50-336	Wroc³aw
50-337	Wroc³aw
50-338	Wroc³aw
50-339	Wroc³aw
50-340	Wroc³aw
50-341	Wroc³aw
50-342	Wroc³aw
50-343	Wroc³aw
50-344	Wroc³aw
50-345	Wroc³aw
50-346	Wroc³aw
50-347	Wroc³aw
50-348	Wroc³aw
50-349	Wroc³aw
50-350	Wroc³aw
50-351	Wroc³aw
50-352	Wroc³aw
50-353	Wroc³aw
50-354	Wroc³aw
50-355	Wroc³aw
50-356	Wroc³aw
50-357	Wroc³aw
50-359	Wroc³aw
50-360	Wroc³aw
50-361	Wroc³aw
50-362	Wroc³aw
50-363	Wroc³aw
50-364	Wroc³aw
50-365	Wroc³aw
50-366	Wroc³aw
50-367	Wroc³aw
50-368	Wroc³aw
50-369	Wroc³aw
50-370	Wroc³aw
50-371	Wroc³aw
50-372	Wroc³aw
50-373	Wroc³aw
50-374	Wroc³aw
50-375	Wroc³aw
50-376	Wroc³aw
50-377	Wroc³aw
50-378	Wroc³aw
50-379	Wroc³aw
50-380	Wroc³aw
50-381	Wroc³aw
50-382	Wroc³aw
50-383	Wroc³aw
50-384	Wroc³aw
50-385	Wroc³aw
50-386	Wroc³aw
50-388	Wroc³aw
50-399	Wroc³aw
50-401	Wroc³aw
50-402	Wroc³aw
50-403	Wroc³aw
50-406	Wroc³aw
50-407	Wroc³aw
50-408	Wroc³aw
50-411	Wroc³aw
50-412	Wroc³aw
50-413	Wroc³aw
50-414	Wroc³aw
50-415	Wroc³aw
50-416	Wroc³aw
50-417	Wroc³aw
50-418	Wroc³aw
50-419	Wroc³aw
50-420	Wroc³aw
50-421	Wroc³aw
50-422	Wroc³aw
50-424	Wroc³aw
50-425	Wroc³aw
50-426	Wroc³aw
50-427	Wroc³aw
50-428	Wroc³aw
50-429	Wroc³aw
50-430	Wroc³aw
50-431	Wroc³aw
50-432	Wroc³aw
50-433	Wroc³aw
50-434	Wroc³aw
50-435	Wroc³aw
50-436	Wroc³aw
50-437	Wroc³aw
50-438	Wroc³aw
50-439	Wroc³aw
50-440	Wroc³aw
50-441	Wroc³aw
50-442	Wroc³aw
50-443	Wroc³aw
50-444	Wroc³aw
50-445	Wroc³aw
50-446	Wroc³aw
50-447	Wroc³aw
50-448	Wroc³aw
50-449	Wroc³aw
50-450	Wroc³aw
50-451	Wroc³aw
50-452	Wroc³aw
50-453	Wroc³aw
50-454	Wroc³aw
50-455	Wroc³aw
50-456	Wroc³aw
50-457	Wroc³aw
50-458	Wroc³aw
50-501	Wroc³aw
50-502	Wroc³aw
50-503	Wroc³aw
50-504	Wroc³aw
50-505	Wroc³aw
50-506	Wroc³aw
50-507	Wroc³aw
50-508	Wroc³aw
50-509	Wroc³aw
50-510	Wroc³aw
50-511	Wroc³aw
50-512	Wroc³aw
50-513	Wroc³aw
50-514	Wroc³aw
50-515	Wroc³aw
50-516	Wroc³aw
50-517	Wroc³aw
50-518	Wroc³aw
50-519	Wroc³aw
50-520	Wroc³aw
50-521	Wroc³aw
50-522	Wroc³aw
50-523	Wroc³aw
50-524	Wroc³aw
50-525	Wroc³aw
50-526	Wroc³aw
50-527	Wroc³aw
50-528	Wroc³aw
50-529	Wroc³aw
50-530	Wroc³aw
50-531	Wroc³aw
50-532	Wroc³aw
50-533	Wroc³aw
50-534	Wroc³aw
50-535	Wroc³aw
50-536	Wroc³aw
50-537	Wroc³aw
50-538	Wroc³aw
50-539	Wroc³aw
50-540	Wroc³aw
50-541	Wroc³aw
50-542	Wroc³aw
50-543	Wroc³aw
50-544	Wroc³aw
50-545	Wroc³aw
50-546	Wroc³aw
50-547	Wroc³aw
50-548	Wroc³aw
50-549	Wroc³aw
50-550	Wroc³aw
50-551	Wroc³aw
50-552	Wroc³aw
50-553	Wroc³aw
50-554	Wroc³aw
50-555	Wroc³aw
50-556	Wroc³aw
50-557	Wroc³aw
50-558	Wroc³aw
50-559	Wroc³aw
50-560	Wroc³aw
50-561	Wroc³aw
50-562	Wroc³aw
50-563	Wroc³aw
50-564	Wroc³aw
50-565	Wroc³aw
50-566	Wroc³aw
50-567	Wroc³aw
50-568	Wroc³aw
50-569	Wroc³aw
50-570	Wroc³aw
50-571	Wroc³aw
50-572	Wroc³aw
50-573	Wroc³aw
50-574	Wroc³aw
50-576	Wroc³aw
50-900	Wroc³aw
50-901	Wroc³aw
50-930	Wroc³aw
50-936	Wroc³aw
50-940	Wroc³aw
50-950	Wroc³aw
50-951	Wroc³aw
50-952	Wroc³aw
50-953	Wroc³aw
50-954	Wroc³aw
50-955	Wroc³aw
50-956	Wroc³aw
50-961	Wroc³aw
50-962	Wroc³aw
50-963	Wroc³aw
50-964	Wroc³aw
50-965	Wroc³aw
50-966	Wroc³aw
50-970	Wroc³aw
50-971	Wroc³aw
50-972	Wroc³aw
50-973	Wroc³aw
50-974	Wroc³aw
50-981	Wroc³aw
50-982	Wroc³aw
50-984	Wroc³aw
50-985	Wroc³aw
50-986	Wroc³aw
50-989	Wroc³aw
50-990	Wroc³aw
50-991	Wroc³aw
50-994	Wroc³aw
50-995	Wroc³aw
50-996	Wroc³aw
51-001	Wroc³aw
51-002	Wroc³aw
51-003	Wroc³aw
51-004	Wroc³aw
51-005	Wroc³aw
51-006	Wroc³aw
51-007	Wroc³aw
51-008	Wroc³aw
51-009	Wroc³aw
51-010	Wroc³aw
51-011	Wroc³aw
51-050	Wroc³aw
51-051	Wroc³aw
51-052	Wroc³aw
51-107	Wroc³aw
51-108	Wroc³aw
51-109	Wroc³aw
51-110	Wroc³aw
51-111	Wroc³aw
51-112	Wroc³aw
51-113	Wroc³aw
51-114	Wroc³aw
51-115	Wroc³aw
51-116	Wroc³aw
51-117	Wroc³aw
51-118	Wroc³aw
51-119	Wroc³aw
51-120	Wroc³aw
51-121	Wroc³aw
51-122	Wroc³aw
51-123	Wroc³aw
51-124	Wroc³aw
51-125	Wroc³aw
51-126	Wroc³aw
51-127	Wroc³aw
51-128	Wroc³aw
51-129	Wroc³aw
51-130	Wroc³aw
51-131	Wroc³aw
51-132	Wroc³aw
51-134	Wroc³aw
51-136	Wroc³aw
51-137	Wroc³aw
51-138	Wroc³aw
51-139	Wroc³aw
51-140	Wroc³aw
51-141	Wroc³aw
51-142	Wroc³aw
51-143	Wroc³aw
51-144	Wroc³aw
51-145	Wroc³aw
51-146	Wroc³aw
51-147	Wroc³aw
51-148	Wroc³aw
51-149	Wroc³aw
51-150	Wroc³aw
51-151	Wroc³aw
51-152	Wroc³aw
51-153	Wroc³aw
51-160	Wroc³aw
51-161	Wroc³aw
51-162	Wroc³aw
51-163	Wroc³aw
51-164	Wroc³aw
51-165	Wroc³aw
51-166	Wroc³aw
51-167	Wroc³aw
51-168	Wroc³aw
51-169	Wroc³aw
51-170	Wroc³aw
51-171	Wroc³aw
51-173	Wroc³aw
51-179	Wroc³aw
51-180	Wroc³aw
51-188	Wroc³aw
51-200	Wroc³aw
51-203	Wroc³aw
51-204	Wroc³aw
51-205	Wroc³aw
51-206	Wroc³aw
51-207	Wroc³aw
51-209	Wroc³aw
51-210	Wroc³aw
51-211	Wroc³aw
51-212	Wroc³aw
51-213	Wroc³aw
51-214	Wroc³aw
51-215	Wroc³aw
51-216	Wroc³aw
51-217	Wroc³aw
51-218	Wroc³aw
51-219	Wroc³aw
51-220	Wroc³aw
51-222	Wroc³aw
51-230	Wroc³aw
51-231	Wroc³aw
51-250	Wroc³aw
51-251	Wroc³aw
51-252	Wroc³aw
51-253	Wroc³aw
51-259	Wroc³aw
51-310	Wroc³aw
51-311	Wroc³aw
51-312	Wroc³aw
51-313	Wroc³aw
51-314	Wroc³aw
51-315	Wroc³aw
51-316	Wroc³aw
51-317	Wroc³aw
51-318	Wroc³aw
51-319	Wroc³aw
51-321	Wroc³aw
51-347	Wroc³aw
51-348	Wroc³aw
51-349	Wroc³aw
51-350	Wroc³aw
51-351	Wroc³aw
51-352	Wroc³aw
51-354	Wroc³aw
51-355	Wroc³aw
51-361	Wroc³aw
51-376	Wroc³aw
51-378	Wroc³aw
51-410	Wroc³aw
51-411	Wroc³aw
51-412	Wroc³aw
51-413	Wroc³aw
51-414	Wroc³aw
51-415	Wroc³aw
51-416	Wroc³aw
51-417	Wroc³aw
51-418	Wroc³aw
51-419	Wroc³aw
51-420	Wroc³aw
51-421	Wroc³aw
51-422	Wroc³aw
51-423	Wroc³aw
51-424	Wroc³aw
51-425	Wroc³aw
51-426	Wroc³aw
51-427	Wroc³aw
51-428	Wroc³aw
51-429	Wroc³aw
51-430	Wroc³aw
51-501	Wroc³aw
51-502	Wroc³aw
51-503	Wroc³aw
51-504	Wroc³aw
51-505	Wroc³aw
51-506	Wroc³aw
51-507	Wroc³aw
51-508	Wroc³aw
51-511	Wroc³aw
51-512	Wroc³aw
51-513	Wroc³aw
51-514	Wroc³aw
51-515	Wroc³aw
51-516	Wroc³aw
51-517	Wroc³aw
51-518	Wroc³aw
51-519	Wroc³aw
51-520	Wroc³aw
51-521	Wroc³aw
51-522	Wroc³aw
51-523	Wroc³aw
51-524	Wroc³aw
51-536	Wroc³aw
51-537	Wroc³aw
51-601	Wroc³aw
51-602	Wroc³aw
51-603	Wroc³aw
51-604	Wroc³aw
51-605	Wroc³aw
51-606	Wroc³aw
51-607	Wroc³aw
51-608	Wroc³aw
51-609	Wroc³aw
51-610	Wroc³aw
51-611	Wroc³aw
51-612	Wroc³aw
51-613	Wroc³aw
51-616	Wroc³aw
51-617	Wroc³aw
51-619	Wroc³aw
51-620	Wroc³aw
51-621	Wroc³aw
51-622	Wroc³aw
51-627	Wroc³aw
51-628	Wroc³aw
51-629	Wroc³aw
51-630	Wroc³aw
51-631	Wroc³aw
51-636	Wroc³aw
51-637	Wroc³aw
51-638	Wroc³aw
51-639	Wroc³aw
51-640	Wroc³aw
51-641	Wroc³aw
51-642	Wroc³aw
51-643	Wroc³aw
51-644	Wroc³aw
51-645	Wroc³aw
51-646	Wroc³aw
51-647	Wroc³aw
51-648	Wroc³aw
51-649	Wroc³aw
51-650	Wroc³aw
51-651	Wroc³aw
51-657	Wroc³aw
51-658	Wroc³aw
51-659	Wroc³aw
51-660	Wroc³aw
51-661	Wroc³aw
51-662	Wroc³aw
51-663	Wroc³aw
51-664	Wroc³aw
51-665	Wroc³aw
51-668	Wroc³aw
51-669	Wroc³aw
51-670	Wroc³aw
51-671	Wroc³aw
51-672	Wroc³aw
51-673	Wroc³aw
51-674	Wroc³aw
51-675	Wroc³aw
51-676	Wroc³aw
51-677	Wroc³aw
51-678	Wroc³aw
51-679	Wroc³aw
51-680	Wroc³aw
51-681	Wroc³aw
51-682	Wroc³aw
51-683	Wroc³aw
51-684	Wroc³aw
51-685	Wroc³aw
51-686	Wroc³aw
51-687	Wroc³aw
51-688	Wroc³aw
51-689	Wroc³aw
51-690	Wroc³aw
51-691	Wroc³aw
51-692	Wroc³aw
52-007	Wroc³aw
52-008	Wroc³aw
52-010	Wroc³aw
52-011	Wroc³aw
52-012	Wroc³aw
52-013	Wroc³aw
52-014	Wroc³aw
52-015	Wroc³aw
52-016	Wroc³aw
52-017	Wroc³aw
52-018	Wroc³aw
52-019	Wroc³aw
52-020	Wroc³aw
52-021	Wroc³aw
52-022	Wroc³aw
52-023	Wroc³aw
52-024	Wroc³aw
52-025	Wroc³aw
52-026	Wroc³aw
52-027	Wroc³aw
52-028	Wroc³aw
52-029	Wroc³aw
52-051	Wroc³aw
52-061	Wroc³aw
52-110	Wroc³aw
52-111	Wroc³aw
52-112	Wroc³aw
52-113	Wroc³aw
52-114	Wroc³aw
52-115	Wroc³aw
52-116	Wroc³aw
52-117	Wroc³aw
52-118	Wroc³aw
52-119	Wroc³aw
52-120	Wroc³aw
52-121	Wroc³aw
52-122	Wroc³aw
52-123	Wroc³aw
52-124	Wroc³aw
52-126	Wroc³aw
52-127	Wroc³aw
52-128	Wroc³aw
52-129	Wroc³aw
52-130	Wroc³aw
52-131	Wroc³aw
52-132	Wroc³aw
52-133	Wroc³aw
52-135	Wroc³aw
52-163	Wroc³aw
52-200	Wroc³aw
52-203	Wroc³aw
52-204	Wroc³aw
52-205	Wroc³aw
52-206	Wroc³aw
52-207	Wroc³aw
52-208	Wroc³aw
52-209	Wroc³aw
52-210	Wroc³aw
52-212	Wroc³aw
52-213	Wroc³aw
52-214	Wroc³aw
52-215	Wroc³aw
52-216	Wroc³aw
52-218	Wroc³aw
52-219	Wroc³aw
52-220	Wroc³aw
52-221	Wroc³aw
52-222	Wroc³aw
52-223	Wroc³aw
52-224	Wroc³aw
52-225	Wroc³aw
52-226	Wroc³aw
52-227	Wroc³aw
52-228	Wroc³aw
52-229	Wroc³aw
52-230	Wroc³aw
52-231	Wroc³aw
52-232	Wroc³aw
52-233	Wroc³aw
52-234	Wroc³aw
52-235	Wroc³aw
52-239	Wroc³aw
52-241	Wroc³aw
52-242	Wroc³aw
52-244	Wroc³aw
52-245	Wroc³aw
52-258	Wroc³aw
52-311	Wroc³aw
52-314	Wroc³aw
52-315	Wroc³aw
52-316	Wroc³aw
52-317	Wroc³aw
52-319	Wroc³aw
52-320	Wroc³aw
52-326	Wroc³aw
52-327	Wroc³aw
52-331	Wroc³aw
52-332	Wroc³aw
52-333	Wroc³aw
52-334	Wroc³aw
52-335	Wroc³aw
52-336	Wroc³aw
52-339	Wroc³aw
52-340	Wroc³aw
52-363	Wroc³aw
52-401	Wroc³aw
52-402	Wroc³aw
52-403	Wroc³aw
52-404	Wroc³aw
52-405	Wroc³aw
52-407	Wroc³aw
52-408	Wroc³aw
52-411	Wroc³aw
52-412	Wroc³aw
52-413	Wroc³aw
52-414	Wroc³aw
52-415	Wroc³aw
52-416	Wroc³aw
52-417	Wroc³aw
52-418	Wroc³aw
52-419	Wroc³aw
52-420	Wroc³aw
52-421	Wroc³aw
52-422	Wroc³aw
52-423	Wroc³aw
52-424	Wroc³aw
52-425	Wroc³aw
52-428	Wroc³aw
52-429	Wroc³aw
52-430	Wroc³aw
52-431	Wroc³aw
52-432	Wroc³aw
52-433	Wroc³aw
52-434	Wroc³aw
52-435	Wroc³aw
52-436	Wroc³aw
52-437	Wroc³aw
52-438	Wroc³aw
52-443	Wroc³aw
53-006	Wroc³aw
53-007	Wroc³aw
53-008	Wroc³aw
53-009	Wroc³aw
53-010	Wroc³aw
53-011	Wroc³aw
53-012	Wroc³aw
53-013	Wroc³aw
53-014	Wroc³aw
53-015	Wroc³aw
53-017	Wroc³aw
53-018	Wroc³aw
53-019	Wroc³aw
53-020	Wroc³aw
53-021	Wroc³aw
53-022	Wroc³aw
